#,Swift_BAT_name,BAT_ra,BAT_dec,SNR,COUNTERPART_NAME,OTHER_NAME,CTPT_RA,CTPT_DEC,Flux_BAT,FLUX_LO,FLUX_HI,CONTA,index_BAT,GAMM2,GAMM3,CHI_SQ_R,REDSHIF,LUM,ASSOC_STREN,CL2,Type_BAT
1215,SWIFTJ0029.1+5937,7.264,59.378,13.02,V*V1037Cas,,7.2628,59.5720,9.07,6.72,11.55,0.0,2.11,1.59,2.73,1.70,,,,190,LMXB
1216,SWIFTJ0043.9-5009,10.987,-50.158,4.85,NGC238,,10.8573,-50.1828,5.09,3.43,6.73,0.0,3.00,2.05,4.53,0.50,0.0287,42.98,,70,UnknownAGN
1217,SWIFTJ0046.1-4214,11.521,-42.148,5.73,PKS0043-42,,11.5740,-42.1310,10.94,8.30,13.73,0.0,1.67,1.13,2.28,0.30,0.1160,44.58,,60,LINER
1218,SWIFTJ0047.3+1445,11.828,14.737,5.18,UGC00488,,11.8309,14.7035,11.28,8.29,13.78,0.0,1.67,1.13,2.27,0.60,0.0393,43.61,,40,Sy1
1219,SWIFTJ0048.9+8229,12.256,82.525,5.90,2MASXJ00502684+8229000,,12.6128,82.4834,10.34,7.95,12.32,0.0,1.86,1.35,2.43,0.70,,,,70,UnknownAGN
1220,SWIFTJ0052.9+6630,13.240,66.502,5.18,2MASXJ00531665+6630336,,13.3179,66.5083,10.69,8.06,12.87,0.0,1.64,1.02,2.40,1.40,,,,12,U2
1221,SWIFTJ0056.9+1472,14.220,14.723,5.22,2E233,,14.2914,14.7695,7.82,5.08,10.10,0.0,1.98,1.05,3.51,0.50,0.1718,44.81,,40,Sy1
1222,SWIFTJ0100.0-7236,15.239,-72.364,6.12,SXP202,,14.8371,-72.3877,1.53,0.00,3.86,0.0,2.87,0.00,0.00,0.50,,,,180,HMXB
1223,SWIFTJ0102.2+4255,15.552,42.558,4.84,SWIFTJ0102.2+4255,,15.5520,42.5577,6.59,4.11,8.98,0.0,2.43,1.58,3.95,0.90,,,,13,U3
1224,SWIFTJ0115.9+2532,18.974,25.330,5.88,2MASXJ01155048+2515369,,18.9604,25.2602,10.90,7.81,13.92,0.0,1.97,1.45,2.63,1.00,,,,40,Sy1
1225,SWIFTJ0119.2+1604,19.850,16.097,5.33,IRASF01164+1549,,19.7745,16.0824,7.10,4.65,9.48,0.0,2.64,1.89,3.76,0.30,,,,70,UnknownAGN
1226,SWIFTJ0120.7-1444,20.213,-14.724,5.31,MCG-03-04-054,,20.1796,-14.7321,9.98,6.80,13.08,0.0,1.88,1.38,2.46,1.50,0.0395,43.56,,70,UnknownAGN
1227,SWIFTJ0128.5-5647,22.134,-56.802,5.40,2MASXJ01282045-5649394,,22.0855,-56.8276,7.98,5.82,10.28,0.0,2.07,1.54,2.73,0.80,0.0666,43.93,,50,Sy2candidate
1228,SWIFTJ0131.5-1007,22.888,-10.133,6.48,SDSSJ013126.71-100931.1,,22.8613,-10.1587,12.84,10.00,15.88,0.0,1.81,1.33,2.34,0.80,3.5150,48.16,,70,UnknownAGN
1229,SWIFTJ0144.8-2754,26.211,-27.540,4.82,PMNJ0145-2733,,26.2641,-27.5595,10.72,7.77,13.86,0.0,1.43,0.00,2.74,2.00,1.1550,46.90,,70,UnknownAGN
1230,SWIFTJ0147.1+6138,26.763,61.390,5.68,RXJ0146.9+6121,,26.7507,61.3567,6.36,4.95,7.86,0.0,3.29,2.55,4.34,1.40,,,,180,HMXB
1231,SWIFTJ0147.7-66010,26.816,-66.172,5.61,ESO080-G005,,26.9138,-66.1632,11.54,8.83,14.42,0.0,1.44,0.95,1.96,0.90,0.0270,43.28,,40,Sy1
1232,SWIFTJ0154.6-5057,28.641,-50.574,7.18,PKSB0151-507,,28.4636,-50.5293,11.83,8.80,13.82,0.0,1.84,1.43,2.29,0.70,,,,70,UnknownAGN
1233,SWIFTJ0155.2-3048,28.749,-30.791,5.30,2dFGRSS384Z181,,28.8818,-30.7649,7.24,4.61,8.90,0.0,2.39,1.69,3.39,1.70,0.1336,44.53,,70,UnknownAGN
1234,SWIFTJ0156.1+4463,29.030,44.631,5.33,SWIFTJ0156.1+4463,,29.0302,44.6314,13.89,9.88,16.55,0.0,1.34,0.72,1.99,0.60,,,,11,U1
1235,SWIFTJ0156.5-5303,29.130,-53.036,5.49,RBS259,,29.2418,-53.0333,7.32,4.86,8.88,0.0,2.31,1.80,2.91,1.80,,,,80,BeamedAGN
1236,SWIFTJ0159.8+6718,29.953,67.189,5.32,IGRJ01583+6713,,29.5758,67.2239,5.99,4.74,7.95,0.0,2.98,2.29,3.87,1.10,,,,180,HMXB
1237,SWIFTJ0201.0+0329,30.297,3.573,6.93,[HB89]0158+031,,30.1701,3.3804,10.71,7.84,13.17,0.0,2.25,1.60,3.24,1.10,0.7650,46.46,,70,UnknownAGN
1238,SWIFTJ0201.5+5032,30.377,50.538,5.54,UGC01493A,,30.2895,50.5071,10.15,7.41,12.50,0.0,2.05,1.53,2.65,0.80,0.0163,42.78,,70,UnknownAGN
1239,SWIFTJ0205.5-0255,31.367,-2.555,5.93,SWIFTJ0205.5-0255,,31.3667,-2.5551,12.36,8.99,15.26,0.0,1.75,1.22,2.35,0.30,,,,13,U3
1240,SWIFTJ0225.8+5946,36.459,59.466,5.93,NVSSJ022626+592753,,36.6090,59.4647,10.11,7.48,12.36,0.0,2.11,1.62,2.70,0.80,,,,80,BeamedAGN
1241,SWIFTJ0231.4+3605,37.928,36.112,4.92,SWIFTJ0231.4+3605,,37.8942,36.1803,6.33,4.00,8.23,0.0,2.80,1.75,4.79,0.60,,,,12,U2
1242,SWIFTJ0233.4+2754,38.335,27.944,6.84,Mrk1179,,38.3431,27.9369,13.16,11.40,17.02,0.0,1.95,1.45,2.56,0.30,0.0376,43.64,,50,Sy1.9
1243,SWIFTJ0233.8+0243,38.440,2.437,5.13,IGRJ02341+0228,,38.4551,2.4903,7.02,5.76,9.74,0.0,2.69,1.98,3.77,1.50,0.3210,45.37,,80,BeamedAGN
1244,SWIFTJ0244.8-5829,41.188,-58.299,8.39,BZBJ0244-5819,,41.1679,-58.3318,10.13,9.00,12.59,0.0,2.43,2.01,2.95,0.50,0.2645,45.34,,80,BeamedAGN
1245,SWIFTJ0248.3+1202,42.069,12.022,5.69,CGCG440-011NED01,,42.1483,12.0086,14.36,12.12,19.26,0.0,1.41,0.79,2.08,0.70,0.0344,43.59,,70,UnknownAGN
1246,SWIFTJ0250.8-3626,42.698,-36.266,5.23,6dFJ0250552-361636,,42.7305,-36.2766,10.01,8.48,13.37,0.0,1.73,1.13,2.43,1.70,1.5360,47.18,,40,Sy1;broad-lineAGN
1247,SWIFTJ0252.6-1306,43.150,-13.096,5.18,2MASXJ02523566-1306147,,43.1485,-13.1041,10.69,8.33,14.11,0.0,1.78,1.18,2.45,0.70,,,,70,UnknownAGN
1248,SWIFTJ0259.8+2448,44.953,24.803,5.73,GALEXMSCJ025952.92+245410.8,,44.9705,24.9030,8.69,6.69,11.57,0.0,2.49,1.80,3.51,0.40,,,,12,U2
1249,SWIFTJ0300.1+3674,45.022,36.745,5.18,Mrk1066,,44.9941,36.8206,9.98,7.67,13.31,0.0,2.08,1.42,2.96,0.40,0.0120,42.51,,50,Sy2
1250,SWIFTJ0300.2+1655,45.040,16.554,5.44,1RXSJ030007.6+163023,,45.0333,16.5040,11.28,8.82,14.86,0.0,2.03,1.44,2.74,0.80,0.0350,43.50,,40,Sy1
1251,SWIFTJ0302.2-2334,45.461,-23.573,5.17,2MASXJ03021318-2335198,,45.5549,-23.5889,10.37,8.00,13.80,0.0,1.61,0.96,2.32,0.30,0.0353,43.47,,40,Sy1
1252,SWIFTJ0302.2+6853,45.548,68.880,5.53,2MASXJ03022154+6855070,,45.5899,68.9187,12.15,9.76,15.60,0.0,1.60,0.97,2.28,0.50,0.0220,43.12,,70,UnknownAGN
1253,SWIFTJ0302.3-2429,45.581,-24.480,5.11,ESO480-IG021,,45.6195,-24.4558,7.52,5.19,9.28,0.0,2.32,1.64,3.24,0.90,0.0520,43.68,,50,Sy2candidate
1254,SWIFTJ0304.6+3348,46.190,33.804,5.25,4C+33.06,,46.1723,33.8121,11.89,8.60,14.40,0.0,1.86,1.35,2.43,0.60,,,,80,BeamedAGN
1255,SWIFTJ0306.0-3902,46.511,-39.029,5.52,NGC1217,,46.5251,-39.0364,10.02,7.30,12.08,0.0,1.74,1.19,2.35,1.20,0.0210,43.00,,60,LINER
1256,SWIFTJ0306.4+7641,46.597,76.413,5.22,1RXSJ030536.7+762257,,46.4029,76.3825,10.47,7.76,12.52,0.0,1.82,1.37,2.32,2.20,,,,70,UnknownAGN
1257,SWIFTJ0310.7+3917,47.741,39.233,6.10,WISEJ031024.53+391057.9,,47.6022,39.1827,9.90,6.70,12.32,0.0,1.89,1.34,2.55,1.90,0.3700,45.67,,80,BeamedAGN
1258,SWIFTJ0311.2-0855,47.776,-8.930,5.63,NGC1241,,47.8110,-8.9221,11.64,9.55,14.22,0.0,1.78,1.23,2.40,1.20,0.0135,42.68,,50,Sy2
1259,SWIFTJ0313.2-3507,48.298,-35.077,5.49,1RXSJ031325.0-350636,,48.3535,-35.1073,5.95,4.72,7.41,0.0,2.86,2.16,3.99,0.90,0.1140,44.30,,40,Sy1
1260,SWIFTJ0315.0-1908,48.995,-19.083,6.07,2MASXJ03155208-1906442,,48.9671,-19.1123,15.46,13.15,18.32,0.0,1.31,0.84,1.79,1.80,0.0671,44.23,,50,Sy2
1261,SWIFTJ0317.1+1542,49.139,15.847,5.08,1RXSJ031639.0+155435,,49.1642,15.9094,7.25,5.38,9.53,0.0,2.38,1.61,3.46,1.70,0.1740,44.79,,70,UnknownAGN
1262,SWIFTJ0324.9-0304,51.234,-3.048,7.08,NGC1320,,51.2029,-3.0423,13.13,9.80,16.48,0.0,1.97,1.55,2.46,0.80,0.0089,42.36,,50,Sy2
1263,SWIFTJ0325.3-1217,51.292,-12.284,4.92,MCG-02-09-040,,51.2706,-12.3080,8.60,5.64,11.56,0.0,2.04,1.50,2.65,1.60,0.0150,42.64,,50,Sy2
1264,SWIFTJ0325.4-0619,51.343,-6.195,6.61,Mrk609,,51.3557,-6.1439,12.32,8.99,15.65,0.0,1.94,1.49,2.47,1.50,0.0345,43.53,,40,Sy1.8
1265,SWIFTJ0327.9-5301,51.965,-53.012,5.66,2MASXJ03274831-5256080,,51.9512,-52.9354,6.79,4.57,8.99,0.0,2.40,1.77,3.27,0.30,0.0599,43.77,,70,UnknownAGN
1266,SWIFTJ0329.4-2157,52.346,-21.951,4.97,2MASXJ03291029-2201166,,52.2928,-22.0211,10.51,6.97,13.14,0.0,1.55,0.92,2.23,1.10,0.0349,43.47,,70,UnknownAGN
1267,SWIFTJ0356.2-6104,59.037,-61.075,5.16,GALEXASCJ035559.47-610428.3,,58.9985,-61.0747,9.45,6.42,11.70,0.0,1.70,1.13,2.33,1.20,0.2266,45.16,,40,Sy1
1268,SWIFTJ0356.3-6603,59.161,-66.052,5.61,SWIFTJ0356.3-6603,,59.1605,-66.0522,9.10,6.25,11.22,0.0,1.81,1.14,2.64,1.10,,,,11,U1
1269,SWIFTJ0358.9+1050,59.733,10.506,6.31,3C98,,59.7268,10.4342,12.28,8.82,14.85,0.0,2.17,1.69,2.77,1.20,0.0305,43.42,,50,Sy2
1270,SWIFTJ0402.9+0197,60.721,1.977,6.75,UGC02936,,60.7008,1.9660,7.99,6.14,9.49,0.0,3.51,2.60,5.14,0.50,0.0127,42.46,,50,Sy2
1271,SWIFTJ0407.9-1219,61.982,-12.196,5.89,[HB89]0405-123,,61.9518,-12.1935,8.14,5.80,10.04,0.0,2.56,1.96,3.35,0.40,0.5726,46.04,,80,BeamedAGN
1272,SWIFTJ0412.8+5842,63.197,58.428,5.70,2MASXJ04123958+5825181,,63.1649,58.4217,8.69,6.07,10.79,0.0,2.33,1.76,3.03,1.20,0.0675,43.98,,40,Sy1
1273,SWIFTJ0422.1+4893,65.514,48.932,4.95,1RXSJ042201.0+485610,,65.5022,48.9344,7.49,5.11,9.42,0.0,2.75,1.96,3.99,1.40,0.1140,44.40,,40,Sy1
1274,SWIFTJ0427.0+0734,66.756,7.346,5.22,RXJ0427.0+0716,,66.7688,7.2758,10.87,7.82,13.72,0.0,2.11,1.54,2.84,1.00,0.0900,44.34,,40,Sy1
1275,SWIFTJ0428.6-3788,67.140,-37.887,5.73,PKS0426-380,,67.1684,-37.9388,3.82,0.15,7.40,0.0,2.56,0.00,0.00,1.40,,,,80,BeamedAGN
1276,SWIFTJ0441.2-6517,70.293,-65.175,6.72,2MASXJ04403561-6507490,,70.1485,-65.1302,9.17,7.19,11.02,0.0,2.34,1.85,2.96,0.20,,,,70,UnknownAGN
1277,SWIFTJ0450.6+3015,72.655,30.283,7.63,WISEPJ045048.00+301502.8,,72.7000,30.2508,16.63,13.59,19.49,0.0,2.14,1.65,2.74,1.50,,,,70,UnknownAGN
1278,SWIFTJ0506.6-1937,76.691,-19.624,5.03,2MASXJ05064796-1936507,,76.6998,-19.6141,13.56,10.18,16.72,0.0,1.31,0.76,1.87,0.20,0.0941,44.48,,40,Sy1
1279,SWIFTJ0516.5-5179,79.126,-51.799,5.20,SWIFTJ0516.5-5179,,79.1255,-51.7992,7.49,5.59,9.24,0.0,1.99,1.34,2.79,1.10,,,,13,U3
1280,SWIFTJ0522.3+0744,80.577,7.731,5.27,SWIFTJ0522.3+0744,,80.5766,7.7307,9.38,7.23,11.35,0.0,2.60,1.90,3.58,1.20,,,,11,U1
1281,SWIFTJ0534.8-6026,83.697,-60.269,5.70,2MASXJ05343093-6016153,,83.6287,-60.2710,10.71,8.67,12.59,0.0,1.80,1.31,2.35,0.20,0.0570,43.92,,40,Sy1
1282,SWIFTJ0538.5-4411,84.632,-44.116,5.12,[HB89]0537-441,,84.7098,-44.0858,14.86,12.08,17.44,0.0,0.88,0.00,1.57,1.90,0.8940,46.77,,80,BeamedAGN
1283,SWIFTJ0540.9-6909,85.233,-69.096,5.73,[RSG2010]A,,85.3611,-69.0233,5.66,4.28,6.90,0.0,2.82,2.05,3.97,0.40,,,,180,HMXB
1284,SWIFTJ0547.1-6427,86.781,-64.278,4.80,2MASSJ05464183-6415219,,86.6742,-64.2561,8.21,5.63,10.07,0.0,1.95,1.33,2.69,0.50,0.3230,45.45,,40,Sy1
1285,SWIFTJ0547.1+3784,86.782,37.846,6.92,NVSSJ054706+375236,,86.7738,37.8743,12.66,9.79,14.73,0.0,2.53,2.02,3.20,1.40,,,,12,U2
1286,SWIFTJ0550.5-2309,87.620,-23.093,5.83,2MASXJ05503948-2311173,,87.6646,-23.1882,11.87,8.87,14.04,0.0,1.88,1.40,2.42,2.00,,,,70,UnknownAGN
1287,SWIFTJ0556.3-3308,89.076,-33.086,4.91,MAXIJ0556-332,,89.1930,-33.1745,4.16,3.31,4.84,0.0,4.74,3.43,7.13,2.10,,,,190,LMXB
1288,SWIFTJ0607.4+2205,91.857,22.050,7.06,2MASSJ06072661+2205477,,91.8610,22.0966,13.56,10.31,15.92,0.0,2.40,1.95,2.95,0.80,,,,180,HMXB
1289,SWIFTJ0608.9-5507,92.209,-55.078,5.14,PKS0607-549,,92.2046,-54.9451,6.24,2.52,9.92,0.0,2.19,0.00,8.03,0.10,,,,80,BeamedAGN
1290,SWIFTJ0616.2-0308,94.006,-3.128,5.99,SWIFTJ0616.2-0308,,94.0061,-3.1280,14.67,11.55,17.91,0.0,1.52,0.95,2.18,2.50,,,,11,U1
1291,SWIFTJ0621.8-5226,95.461,-52.265,5.23,2MASXJ06215493-5214343,,95.4789,-52.2429,8.79,6.66,10.98,0.0,1.84,1.25,2.56,1.10,,,,70,UnknownAGN
1292,SWIFTJ0628.2-3556,97.046,-35.936,5.71,GALEXASCJ062816.69-355147.3,,97.0696,-35.8631,8.13,6.24,10.05,0.0,2.36,1.82,3.10,1.60,,,,12,U2
1293,SWIFTJ0628.7-8346,97.172,-83.759,5.54,SWIFTJ0628.7-8346,,97.1716,-83.7591,7.34,5.62,9.06,0.0,2.48,1.95,3.21,1.40,,,,12,U2
1294,SWIFTJ0632.1-5404,98.022,-54.043,6.83,1RXSJ063200.7-540454,,98.0049,-54.0826,8.08,6.15,9.12,0.0,2.75,2.27,3.36,1.20,0.2036,44.99,,80,BeamedAGN
1295,SWIFTJ0636.5-2036,99.085,-20.625,5.01,2MASXJ06363227-2034532,,99.1344,-20.5814,9.29,6.14,11.00,0.0,1.93,1.36,2.63,1.40,0.0552,43.83,,50,Sy2
1296,SWIFTJ0636.6+5912,99.143,59.196,5.22,GALEXASCJ063634.15+591319.6,,99.1423,59.2221,10.17,7.10,11.83,0.0,1.96,1.42,2.61,1.70,,,,12,U2
1297,SWIFTJ0639.9-5124,99.978,-51.406,5.71,2MASXJ06394080-5125142,,99.9199,-51.4207,7.92,5.56,9.20,0.0,2.26,1.69,3.00,0.90,0.1085,44.38,,40,Sy1
1298,SWIFTJ0640.3-1286,100.070,-12.866,5.31,PMNJ0640-1253,,100.0300,-12.8877,7.87,5.79,10.38,0.0,2.56,1.82,3.74,0.40,,,,80,BeamedAGN
1299,SWIFTJ0641.9-0336,100.480,-3.362,5.64,PMNJ0641-0320,,100.4631,-3.3468,21.94,18.11,26.46,0.0,0.96,0.00,1.50,1.10,,,,80,BeamedAGN
1300,SWIFTJ0642.9+5543,100.727,55.433,7.72,1RXSJ064255.9+552835,,100.7329,55.4764,9.33,7.80,11.18,0.0,3.24,2.56,4.26,0.50,,,,110,star
1301,SWIFTJ0645.4-1651,101.349,-16.848,5.81,V*HLCMa,,101.3218,-16.8596,6.96,5.38,8.84,0.0,3.25,2.40,4.59,0.70,,,,170,Nova
1302,SWIFTJ0650.0+6085,102.511,60.854,5.21,NGC2273,,102.5361,60.8458,10.12,7.24,12.48,0.0,1.81,1.17,2.60,0.50,0.0061,41.93,,50,Sy2
1303,SWIFTJ0656.0-6560,104.005,-65.604,6.57,SWIFTJ0656.0-6560,,104.0049,-65.6042,12.06,9.56,14.13,0.0,1.78,1.30,2.31,2.00,,,,13,U3
1304,SWIFTJ0657.9-1775,104.466,-17.755,5.15,1RXSJ065806.3-174427,,104.5263,-17.7408,9.10,6.39,11.30,0.0,2.16,1.50,3.04,0.90,,,,110,star
1305,SWIFTJ0659.6+5412,104.910,54.156,5.37,Mrk374,,104.9088,54.1966,10.31,7.43,12.68,0.0,1.92,1.27,2.76,0.50,0.0426,43.64,,40,Sy1
1306,SWIFTJ0704.9+4216,106.211,42.260,4.82,2MASXJ07042579+4214134,,106.1074,42.2370,7.79,5.21,9.85,0.0,2.41,1.59,3.60,1.00,,,,70,UnknownAGN
1307,SWIFTJ0711.1+3159,107.787,31.983,5.59,SWIFTJ0711.1+3159,,107.7867,31.9828,10.89,7.98,13.29,0.0,2.19,1.65,2.88,0.20,,,,14,confusedsource
1308,SWIFTJ0721.0+7133,110.491,71.331,6.39,[HB89]0716+714,,110.4727,71.3434,19.04,16.56,21.72,0.0,1.15,0.72,1.55,0.60,0.3000,45.74,,80,BeamedAGN
1309,SWIFTJ0722.6+3051,110.653,30.519,4.84,SWIFTJ0722.6+3051,,110.6529,30.5194,9.52,7.26,11.94,0.0,2.08,1.42,2.96,1.00,,,,13,U3
1310,SWIFTJ0722.5+2121,110.667,21.456,5.03,SWIFTJ0722.5+2121,,110.6668,21.4562,19.69,16.44,23.21,0.0,1.00,0.00,1.55,0.80,,,,11,U1
1311,SWIFTJ0726.6-4634,111.638,-46.349,5.53,ESO257-G015,,111.6009,-46.3492,7.64,6.04,9.35,0.0,2.46,1.92,3.17,0.90,0.0304,43.21,,70,UnknownAGN
1312,SWIFTJ0728.5-4420,112.130,-44.210,6.20,2MASXJ07282339-4408243,,112.0975,-44.1401,9.75,7.82,12.82,0.0,2.04,1.57,2.60,0.60,0.0817,44.21,,40,Sy1
1313,SWIFTJ0733.5+4421,113.368,44.214,5.51,2MASXJ07332379+4414484,,113.3491,44.2469,12.47,10.01,16.38,0.0,1.66,1.07,2.28,2.30,0.0557,43.97,,50,Sy2
1314,SWIFTJ0745.1-2380,116.284,-23.803,4.97,WISEJ074450.96-235014.8,,116.2124,-23.8375,7.24,5.50,10.03,0.0,2.56,1.78,4.06,1.10,,,,70,UnknownAGN
1315,SWIFTJ0749.8+3359,117.445,33.979,5.37,IC2207,,117.4620,33.9623,13.87,11.20,18.11,0.0,1.59,1.09,2.14,0.70,0.0160,42.90,,70,UnknownAGN
1316,SWIFTJ0755.7+3912,118.930,39.128,6.06,Mrk382,,118.8554,39.1861,11.00,8.37,13.52,0.0,2.01,1.52,2.61,0.70,0.0337,43.46,,40,Sy1
1317,SWIFTJ0801.7+4764,120.414,47.643,5.10,1RXSJ080132.3+473618,,120.3832,47.6045,8.98,6.52,11.32,0.0,2.04,1.37,2.92,0.90,0.1567,44.78,,40,Sy1
1318,SWIFTJ0802.1+5709,120.533,57.144,5.46,2MASXJ08014395+5707240,,120.4333,57.1234,9.22,6.80,11.53,0.0,1.99,1.41,2.72,0.70,,,,70,UnknownAGN
1319,SWIFTJ0817.0+1795,124.255,17.959,4.94,2MASXJ08165108+1802496,,124.2129,18.0471,10.31,7.31,13.19,0.0,1.85,1.34,2.47,2.90,0.1595,44.86,,40,Sy1
1320,SWIFTJ0817.5-0747,124.363,-7.474,5.90,Abell644,,124.3521,-7.5128,6.15,5.09,7.13,0.0,5.28,3.91,8.48,0.90,,,,30,GalaxyCluster
1321,SWIFTJ0818.4-1438,124.593,-14.381,5.25,2MASSJ08182026-1425527,,124.5844,-14.4313,9.35,6.73,11.96,0.0,2.15,1.47,3.05,1.70,0.1067,44.44,,40,Sy1
1322,SWIFTJ0819.2-3851,124.801,-38.512,5.68,2MASXJ08191136-3833104,,124.7973,-38.5530,14.00,10.90,17.15,0.0,1.42,0.95,1.90,0.60,,,,50,Sy2
1323,SWIFTJ0823.2+4216,125.735,42.287,6.02,2MASXJ08230824+4215211,,125.7845,42.2558,10.66,8.05,13.28,0.0,1.95,1.45,2.57,1.00,0.0562,43.90,,40,Sy1
1324,SWIFTJ0825.2+7312,126.288,73.124,6.91,ZCam,,126.3071,73.1108,6.68,5.22,8.07,0.0,3.27,2.56,4.37,0.60,,,,170,Nova
1325,SWIFTJ0826.3-3761,126.582,-37.610,5.13,IGRJ08262-3736,,126.5569,-37.6200,8.12,4.85,10.39,0.0,2.19,1.59,2.98,0.40,,,,180,HMXB
1326,SWIFTJ0835.5-0902,128.840,-9.053,6.41,2MASXJ08353333-0905302,,128.8889,-9.0918,11.03,7.21,13.71,0.0,2.04,1.47,2.75,0.70,,,,70,UnknownAGN
1327,SWIFTJ0835.7-0413,128.913,-4.135,9.16,NGC2617,,128.9116,-4.0882,16.09,12.40,18.70,0.0,2.16,1.80,2.59,0.70,0.0142,42.86,,40,Sy1.8
1328,SWIFTJ0835.9-4319,128.977,-43.191,23.79,1WGAJ0835.9-4311,,128.9804,-43.1878,32.04,29.38,33.93,0.0,2.69,2.53,2.85,5.10,,,,180,HMXB
1329,SWIFTJ0836.6-2025,129.162,-20.253,5.48,[HB89]0834-201,,129.1634,-20.2832,14.23,10.85,17.28,0.0,1.43,0.81,2.05,0.60,2.7520,47.95,,80,BeamedAGN
1330,SWIFTJ0836.7+4442,129.169,44.426,5.19,SWIFTJ0836.7+4442,,129.1693,44.4257,9.07,6.58,11.31,0.0,2.03,1.44,2.73,1.20,,,,13,U3
1331,SWIFTJ0837.8-4440,129.446,-44.672,8.02,SWIFTJ0837.8-4440,,129.4458,-44.6719,11.6,49.56,13.52,0.0,2.46,2.03,2.97,1.10,,,,12,U2
1332,SWIFTJ0837.0+2493,129.493,24.935,5.85,NGC2662,,129.5456,24.8953,12.30,9.23,15.05,0.0,1.68,1.08,2.36,0.60,,,,40,Sy1.8
1333,SWIFTJ0838.7+0414,129.673,4.146,6.11,2MASXJ08384815+0407340,,129.7006,4.1261,10.60,7.62,13.55,0.0,2.17,1.69,2.78,0.80,0.0475,43.75,,50,Sy2
1334,SWIFTJ0838.9+2617,129.729,26.175,5.77,SWIFTJ0838.9+2617,,129.7288,26.1746,10.65,7.69,13.59,0.0,1.98,1.45,2.59,1.60,,,,14,confusedsource
1335,SWIFTJ0841.6-2856,130.396,-28.941,5.19,SWIFTJ0841.6-2856,,130.3958,-28.9413,10.15,7.06,13.21,0.0,1.85,1.26,2.55,0.30,,,,11,U1
1336,SWIFTJ0842.0+4021,130.468,40.303,4.96,2MASSiJ0842037+401831,,130.5156,40.3087,6.93,4.95,9.11,0.0,2.41,1.76,3.31,0.40,0.1519,44.64,,80,BeamedAGN
1337,SWIFTJ0844.9+3057,131.220,30.928,5.51,FBQSJ084458.3+305638,,131.2429,30.9440,9.28,6.98,11.75,0.0,2.09,1.49,2.85,0.50,0.0640,43.96,,50,Sy2
1338,SWIFTJ0846.7+2542,131.665,25.429,6.23,2MASXJ08465410+2522124,,131.7254,25.3701,8.35,6.46,10.40,0.0,2.64,2.03,3.49,0.30,0.0508,43.71,,40,Sy1
1339,SWIFTJ0848.1+3472,132.019,34.730,5.65,PG0844+349,,131.9269,34.7512,6.22,4.77,7.81,0.0,3.12,2.34,4.26,2.00,0.0640,43.79,,40,Sy1
1340,SWIFTJ0850.8-4219,132.711,-42.194,6.81,SWIFTJ0850.8-4219,,132.6658,-42.1977,12.08,9.06,14.13,0.0,2.00,1.56,2.51,0.40,,,,12,U2
1341,SWIFTJ0852.2+0782,133.047,7.827,5.88,1RXSJ085215.3+075356,,133.0630,7.8934,11.07,7.69,13.36,0.0,1.95,1.45,2.53,0.60,,,,40,Sy1.2
1342,SWIFTJ0855.6-4680,133.909,-46.804,5.70,PSRJ0855-4644,,133.9007,-46.7371,10.11,7.20,12.09,0.0,2.06,1.52,2.67,1.20,,,,150,Pulsar
1343,SWIFTJ0856.1+0052,133.930,0.818,5.95,CGCG005-032,,133.9486,0.7943,10.31,6.98,12.57,0.0,2.04,1.43,2.79,0.50,0.0418,43.62,,50,Sy1.9
1344,SWIFTJ0856.5-0045,134.130,-0.460,4.89,SWIFTJ0856.5-0045,,134.1299,-0.4598,10.78,7.54,13.81,0.0,0.98,0.00,1.97,0.80,,,,13,U3
1345,SWIFTJ0859.1+4878,134.769,48.788,7.23,2MASXJ08590289+4846093,,134.7621,48.7693,11.85,9.95,13.62,0.0,2.09,1.62,2.64,0.60,0.0830,44.31,,40,Sy1
1346,SWIFTJ0900.9+2095,135.218,20.960,5.12,2MASXJ09003684+2053402,,135.1536,20.8946,7.85,5.96,9.60,0.0,2.40,1.78,3.27,1.00,0.2357,45.12,,50,Sy2
1347,SWIFTJ0901.1-6436,135.267,-64.363,4.93,SWIFTJ0901.1-6436,,135.2674,-64.3632,4.82,3.48,5.99,0.0,3.04,2.10,4.54,0.60,,,,13,U3
1348,SWIFTJ0911.3-5229,137.813,-52.513,5.97,SWIFTJ0911.3-5229,,137.7733,-52.5474,8.62,6.59,10.32,0.0,2.41,1.87,3.07,1.20,,,,12,U2
1349,SWIFTJ0913.5-7541,138.383,-75.415,5.32,1RXSJ091514.1-752357,,138.8135,-75.3972,6.04,4.35,7.45,0.0,2.80,2.12,3.80,1.20,,,,70,UnknownAGN
1350,SWIFTJ0914.2+4003,138.549,40.039,6.95,NGC2782,,138.5213,40.1137,11.88,9.36,14.01,0.0,1.80,1.34,2.31,0.30,0.0085,42.28,,40,Sy1
1351,SWIFTJ0922.2-6331,140.549,-63.315,6.43,V395Car,,140.6445,-63.2949,5.64,4.81,6.63,0.0,5.38,4.04,7.77,0.40,,,,190,LMXB
1352,SWIFTJ0923.2+3850,140.828,38.777,5.78,B20920+39,,140.8102,38.8278,12.22,9.49,15.75,0.0,1.44,0.89,2.01,1.10,,,,80,BeamedAGN
